v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4,cleaned_v2,tokens,tokens_nostop,tokens_stemmed,tokens_lemmatized
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",,,,sad story of a man last week was my bday my wife didnt wish me my parents forgot n so did my kids i went to work even my colleagues did not wish as i entered my cabin my pa said happy bday boss i felt special she askd me lunch after lunch she invited me to her apartment we went there she said do u mind if i go into the bedroom for a minute ok i sed in a sexy mood she came out minuts latr wid a caken my wife my parents my kidz my friends n my colleagues all screaming surprise and i was waiting on the sofa naked,"['sad', 'story', 'of', 'a', 'man', 'last', 'week', 'was', 'my', 'bday', 'my', 'wife', 'didnt', 'wish', 'me', 'my', 'parents', 'forgot', 'n', 'so', 'did', 'my', 'kids', 'i', 'went', 'to', 'work', 'even', 'my', 'colleagues', 'did', 'not', 'wish', 'as', 'i', 'entered', 'my', 'cabin', 'my', 'pa', 'said', 'happy', 'bday', 'boss', 'i', 'felt', 'special', 'she', 'askd', 'me', 'lunch', 'after', 'lunch', 'she', 'invited', 'me', 'to', 'her', 'apartment', 'we', 'went', 'there', 'she', 'said', 'do', 'u', 'mind', 'if', 'i', 'go', 'into', 'the', 'bedroom', 'for', 'a', 'minute', 'ok', 'i', 'sed', 'in', 'a', 'sexy', 'mood', 'she', 'came', 'out', 'minuts', 'latr', 'wid', 'a', 'caken', 'my', 'wife', 'my', 'parents', 'my', 'kidz', 'my', 'friends', 'n', 'my', 'colleagues', 'all', 'screaming', 'surprise', 'and', 'i', 'was', 'waiting', 'on', 'the', 'sofa', 'naked']","['sad', 'story', 'man', 'last', 'week', 'bday', 'wife', 'didnt', 'wish', 'parents', 'forgot', 'n', 'kids', 'went', 'work', 'even', 'colleagues', 'wish', 'entered', 'cabin', 'pa', 'said', 'happy', 'bday', 'boss', 'felt', 'special', 'askd', 'lunch', 'lunch', 'invited', 'apartment', 'went', 'said', 'u', 'mind', 'go', 'bedroom', 'minute', 'ok', 'sed', 'sexy', 'mood', 'came', 'minuts', 'latr', 'wid', 'caken', 'wife', 'parents', 'kidz', 'friends', 'n', 'colleagues', 'screaming', 'surprise', 'waiting', 'sofa', 'naked']","['sad', 'stori', 'man', 'last', 'week', 'bday', 'wife', 'didnt', 'wish', 'parent', 'forgot', 'n', 'kid', 'went', 'work', 'even', 'colleagu', 'wish', 'enter', 'cabin', 'pa', 'said', 'happi', 'bday', 'boss', 'felt', 'special', 'askd', 'lunch', 'lunch', 'invit', 'apart', 'went', 'said', 'u', 'mind', 'go', 'bedroom', 'minut', 'ok', 'sed', 'sexi', 'mood', 'came', 'minut', 'latr', 'wid', 'caken', 'wife', 'parent', 'kidz', 'friend', 'n', 'colleagu', 'scream', 'surpris', 'wait', 'sofa', 'nake']","['sad', 'stori', 'man', 'last', 'week', 'bday', 'wife', 'didnt', 'wish', 'parent', 'forgot', 'n', 'kid', 'went', 'work', 'even', 'colleagu', 'wish', 'enter', 'cabin', 'pa', 'said', 'happi', 'bday', 'bos', 'felt', 'special', 'askd', 'lunch', 'lunch', 'invit', 'apart', 'went', 'said', 'u', 'mind', 'go', 'bedroom', 'minut', 'ok', 'sed', 'sexi', 'mood', 'came', 'minut', 'latr', 'wid', 'caken', 'wife', 'parent', 'kidz', 'friend', 'n', 'colleagu', 'scream', 'surpris', 'wait', 'sofa', 'nake']"
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",,,,your chance to be on a reality fantasy show call now just p per min ntt ltd po box croydon cr wb is a national rate call,"['your', 'chance', 'to', 'be', 'on', 'a', 'reality', 'fantasy', 'show', 'call', 'now', 'just', 'p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', 'croydon', 'cr', 'wb', 'is', 'a', 'national', 'rate', 'call']","['chance', 'reality', 'fantasy', 'show', 'call', 'p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', 'croydon', 'cr', 'wb', 'national', 'rate', 'call']","['chanc', 'realiti', 'fantasi', 'show', 'call', 'p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', 'croydon', 'cr', 'wb', 'nation', 'rate', 'call']","['chanc', 'realiti', 'fantasi', 'show', 'call', 'p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', 'croydon', 'cr', 'wb', 'nation', 'rate', 'call']"
ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,,,,shes fine good to hear from you how are you my dear happy new year oh,"['shes', 'fine', 'good', 'to', 'hear', 'from', 'you', 'how', 'are', 'you', 'my', 'dear', 'happy', 'new', 'year', 'oh']","['shes', 'fine', 'good', 'hear', 'dear', 'happy', 'new', 'year', 'oh']","['she', 'fine', 'good', 'hear', 'dear', 'happi', 'new', 'year', 'oh']","['she', 'fine', 'good', 'hear', 'dear', 'happi', 'new', 'year', 'oh']"
ham,Are you going to wipro interview today?,,,,are you going to wipro interview today,"['are', 'you', 'going', 'to', 'wipro', 'interview', 'today']","['going', 'wipro', 'interview', 'today']","['go', 'wipro', 'interview', 'today']","['go', 'wipro', 'interview', 'today']"
ham,how tall are you princess?,,,,how tall are you princess,"['how', 'tall', 'are', 'you', 'princess']","['tall', 'princess']","['tall', 'princess']","['tall', 'princess']"
ham,I doubt you could handle 5 times per night in any case...,,,,i doubt you could handle times per night in any case,"['i', 'doubt', 'you', 'could', 'handle', 'times', 'per', 'night', 'in', 'any', 'case']","['doubt', 'could', 'handle', 'times', 'per', 'night', 'case']","['doubt', 'could', 'handl', 'time', 'per', 'night', 'case']","['doubt', 'could', 'handl', 'time', 'per', 'night', 'case']"
ham,Haha... Hope Ì_ can hear the receipt sound... Gd luck!,,,,haha hope ì_ can hear the receipt sound gd luck,"['haha', 'hope', 'ì_', 'can', 'hear', 'the', 'receipt', 'sound', 'gd', 'luck']","['haha', 'hope', 'ì_', 'hear', 'receipt', 'sound', 'gd', 'luck']","['haha', 'hope', 'ì_', 'hear', 'receipt', 'sound', 'gd', 'luck']","['haha', 'hope', 'ì_', 'hear', 'receipt', 'sound', 'gd', 'luck']"
ham,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,,,,your gonna be the death if me im gonna leave a note that says its all robs fault avenge me,"['your', 'gonna', 'be', 'the', 'death', 'if', 'me', 'im', 'gonna', 'leave', 'a', 'note', 'that', 'says', 'its', 'all', 'robs', 'fault', 'avenge', 'me']","['gonna', 'death', 'im', 'gonna', 'leave', 'note', 'says', 'robs', 'fault', 'avenge']","['gonna', 'death', 'im', 'gonna', 'leav', 'note', 'say', 'rob', 'fault', 'aveng']","['gonna', 'death', 'im', 'gonna', 'leav', 'note', 'say', 'rob', 'fault', 'aveng']"
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",,,,japanese proverb if one can do it u too can do it if none can do itu must do it indian version if one can do it let him do it if none can do itleave it and finally kerala version if one can do it stop him doing it if none can do it make a strike against it,"['japanese', 'proverb', 'if', 'one', 'can', 'do', 'it', 'u', 'too', 'can', 'do', 'it', 'if', 'none', 'can', 'do', 'itu', 'must', 'do', 'it', 'indian', 'version', 'if', 'one', 'can', 'do', 'it', 'let', 'him', 'do', 'it', 'if', 'none', 'can', 'do', 'itleave', 'it', 'and', 'finally', 'kerala', 'version', 'if', 'one', 'can', 'do', 'it', 'stop', 'him', 'doing', 'it', 'if', 'none', 'can', 'do', 'it', 'make', 'a', 'strike', 'against', 'it']","['japanese', 'proverb', 'one', 'u', 'none', 'itu', 'must', 'indian', 'version', 'one', 'let', 'none', 'itleave', 'finally', 'kerala', 'version', 'one', 'stop', 'none', 'make', 'strike']","['japanes', 'proverb', 'one', 'u', 'none', 'itu', 'must', 'indian', 'version', 'one', 'let', 'none', 'itleav', 'final', 'kerala', 'version', 'one', 'stop', 'none', 'make', 'strike']","['japanes', 'proverb', 'one', 'u', 'none', 'itu', 'must', 'indian', 'version', 'one', 'let', 'none', 'itleav', 'final', 'kerala', 'version', 'one', 'stop', 'none', 'make', 'strike']"
ham,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? ,,,,today im not workin but not free oso gee thgt u workin at ur frens shop,"['today', 'im', 'not', 'workin', 'but', 'not', 'free', 'oso', 'gee', 'thgt', 'u', 'workin', 'at', 'ur', 'frens', 'shop']","['today', 'im', 'workin', 'free', 'oso', 'gee', 'thgt', 'u', 'workin', 'ur', 'frens', 'shop']","['today', 'im', 'workin', 'free', 'oso', 'gee', 'thgt', 'u', 'workin', 'ur', 'fren', 'shop']","['today', 'im', 'workin', 'free', 'oso', 'gee', 'thgt', 'u', 'workin', 'ur', 'fren', 'shop']"
ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,,,,in life when you face choices just toss a coin not becoz its settle the question but while the coin in the air u will know what your heart is hoping for gudni,"['in', 'life', 'when', 'you', 'face', 'choices', 'just', 'toss', 'a', 'coin', 'not', 'becoz', 'its', 'settle', 'the', 'question', 'but', 'while', 'the', 'coin', 'in', 'the', 'air', 'u', 'will', 'know', 'what', 'your', 'heart', 'is', 'hoping', 'for', 'gudni']","['life', 'face', 'choices', 'toss', 'coin', 'becoz', 'settle', 'question', 'coin', 'air', 'u', 'know', 'heart', 'hoping', 'gudni']","['life', 'face', 'choic', 'toss', 'coin', 'becoz', 'settl', 'question', 'coin', 'air', 'u', 'know', 'heart', 'hope', 'gudni']","['life', 'face', 'choic', 'toss', 'coin', 'becoz', 'settl', 'question', 'coin', 'air', 'u', 'know', 'heart', 'hope', 'gudni']"
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",,,,do you know why god created gap between your fingers so that one who is made for you comes amp fills those gaps by holding your hand with love,"['do', 'you', 'know', 'why', 'god', 'created', 'gap', 'between', 'your', 'fingers', 'so', 'that', 'one', 'who', 'is', 'made', 'for', 'you', 'comes', 'amp', 'fills', 'those', 'gaps', 'by', 'holding', 'your', 'hand', 'with', 'love']","['know', 'god', 'created', 'gap', 'fingers', 'one', 'made', 'comes', 'amp', 'fills', 'gaps', 'holding', 'hand', 'love']","['know', 'god', 'creat', 'gap', 'finger', 'one', 'made', 'come', 'amp', 'fill', 'gap', 'hold', 'hand', 'love']","['know', 'god', 'creat', 'gap', 'finger', 'one', 'made', 'come', 'amp', 'fill', 'gap', 'hold', 'hand', 'love']"
ham,I want to be there so i can kiss you and feel you next to me,,,,i want to be there so i can kiss you and feel you next to me,"['i', 'want', 'to', 'be', 'there', 'so', 'i', 'can', 'kiss', 'you', 'and', 'feel', 'you', 'next', 'to', 'me']","['want', 'kiss', 'feel', 'next']","['want', 'kiss', 'feel', 'next']","['want', 'kiss', 'feel', 'next']"
ham,I am not at all happy with what you saying or doing,,,,i am not at all happy with what you saying or doing,"['i', 'am', 'not', 'at', 'all', 'happy', 'with', 'what', 'you', 'saying', 'or', 'doing']","['happy', 'saying']","['happi', 'say']","['happi', 'say']"
spam,Adult 18 Content Your video will be with you shortly,,,,adult content your video will be with you shortly,"['adult', 'content', 'your', 'video', 'will', 'be', 'with', 'you', 'shortly']","['adult', 'content', 'video', 'shortly']","['adult', 'content', 'video', 'shortli']","['adult', 'content', 'video', 'shortli']"
ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",,,,ok that would b lovely if u r sure think about wot u want to do drinkin dancin eatin cinema in out about up to u wot about,"['ok', 'that', 'would', 'b', 'lovely', 'if', 'u', 'r', 'sure', 'think', 'about', 'wot', 'u', 'want', 'to', 'do', 'drinkin', 'dancin', 'eatin', 'cinema', 'in', 'out', 'about', 'up', 'to', 'u', 'wot', 'about']","['ok', 'would', 'b', 'lovely', 'u', 'r', 'sure', 'think', 'wot', 'u', 'want', 'drinkin', 'dancin', 'eatin', 'cinema', 'u', 'wot']","['ok', 'would', 'b', 'love', 'u', 'r', 'sure', 'think', 'wot', 'u', 'want', 'drinkin', 'dancin', 'eatin', 'cinema', 'u', 'wot']","['ok', 'would', 'b', 'love', 'u', 'r', 'sure', 'think', 'wot', 'u', 'want', 'drinkin', 'dancin', 'eatin', 'cinema', 'u', 'wot']"
ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,,,,what im saying is if you havent explicitly told nora i know someone im probably just not gonna bother,"['what', 'im', 'saying', 'is', 'if', 'you', 'havent', 'explicitly', 'told', 'nora', 'i', 'know', 'someone', 'im', 'probably', 'just', 'not', 'gonna', 'bother']","['im', 'saying', 'havent', 'explicitly', 'told', 'nora', 'know', 'someone', 'im', 'probably', 'gonna', 'bother']","['im', 'say', 'havent', 'explicitli', 'told', 'nora', 'know', 'someon', 'im', 'probabl', 'gonna', 'bother']","['im', 'say', 'havent', 'explicitli', 'told', 'nora', 'know', 'someon', 'im', 'probabl', 'gonna', 'bother']"
ham,He says hi and to get your ass back to south tampa (preferably at a kegger),,,,he says hi and to get your ass back to south tampa preferably at a kegger,"['he', 'says', 'hi', 'and', 'to', 'get', 'your', 'ass', 'back', 'to', 'south', 'tampa', 'preferably', 'at', 'a', 'kegger']","['says', 'hi', 'get', 'ass', 'back', 'south', 'tampa', 'preferably', 'kegger']","['say', 'hi', 'get', 'ass', 'back', 'south', 'tampa', 'prefer', 'kegger']","['say', 'hi', 'get', 'as', 'back', 'south', 'tampa', 'prefer', 'kegger']"
ham,Smith waste da.i wanna gayle.,,,,smith waste dai wanna gayle,"['smith', 'waste', 'dai', 'wanna', 'gayle']","['smith', 'waste', 'dai', 'wanna', 'gayle']","['smith', 'wast', 'dai', 'wanna', 'gayl']","['smith', 'wast', 'dai', 'wanna', 'gayl']"
ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",,,,mum ive sent you many many messages since i got here i just want to know that you are actually getting them do enjoy the rest of your day,"['mum', 'ive', 'sent', 'you', 'many', 'many', 'messages', 'since', 'i', 'got', 'here', 'i', 'just', 'want', 'to', 'know', 'that', 'you', 'are', 'actually', 'getting', 'them', 'do', 'enjoy', 'the', 'rest', 'of', 'your', 'day']","['mum', 'ive', 'sent', 'many', 'many', 'messages', 'since', 'got', 'want', 'know', 'actually', 'getting', 'enjoy', 'rest', 'day']","['mum', 'ive', 'sent', 'mani', 'mani', 'messag', 'sinc', 'got', 'want', 'know', 'actual', 'get', 'enjoy', 'rest', 'day']","['mum', 'ive', 'sent', 'mani', 'mani', 'messag', 'sinc', 'got', 'want', 'know', 'actual', 'get', 'enjoy', 'rest', 'day']"
ham,"Aight, tomorrow around  &lt;#&gt;  it is",,,,aight tomorrow around ltgt it is,"['aight', 'tomorrow', 'around', 'ltgt', 'it', 'is']","['aight', 'tomorrow', 'around', 'ltgt']","['aight', 'tomorrow', 'around', 'ltgt']","['aight', 'tomorrow', 'around', 'ltgt']"
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",,,,housemaid is the murderer coz the man was murdered on ltgt th january as public holiday all govtinstituitions are closedincluding post officeunderstand,"['housemaid', 'is', 'the', 'murderer', 'coz', 'the', 'man', 'was', 'murdered', 'on', 'ltgt', 'th', 'january', 'as', 'public', 'holiday', 'all', 'govtinstituitions', 'are', 'closedincluding', 'post', 'officeunderstand']","['housemaid', 'murderer', 'coz', 'man', 'murdered', 'ltgt', 'th', 'january', 'public', 'holiday', 'govtinstituitions', 'closedincluding', 'post', 'officeunderstand']","['housemaid', 'murder', 'coz', 'man', 'murder', 'ltgt', 'th', 'januari', 'public', 'holiday', 'govtinstituit', 'closedinclud', 'post', 'officeunderstand']","['housemaid', 'murder', 'coz', 'man', 'murder', 'ltgt', 'th', 'januari', 'public', 'holiday', 'govtinstituit', 'closedinclud', 'post', 'officeunderstand']"
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",,,,your chance to be on a reality fantasy show call now just p per min ntt ltd po box croydon cr wb is a national rate call,"['your', 'chance', 'to', 'be', 'on', 'a', 'reality', 'fantasy', 'show', 'call', 'now', 'just', 'p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', 'croydon', 'cr', 'wb', 'is', 'a', 'national', 'rate', 'call']","['chance', 'reality', 'fantasy', 'show', 'call', 'p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', 'croydon', 'cr', 'wb', 'national', 'rate', 'call']","['chanc', 'realiti', 'fantasi', 'show', 'call', 'p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', 'croydon', 'cr', 'wb', 'nation', 'rate', 'call']","['chanc', 'realiti', 'fantasi', 'show', 'call', 'p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', 'croydon', 'cr', 'wb', 'nation', 'rate', 'call']"
ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,,,,i actually did for the first time in a while i went to bed not too long after i spoke with you woke up at how was your night,"['i', 'actually', 'did', 'for', 'the', 'first', 'time', 'in', 'a', 'while', 'i', 'went', 'to', 'bed', 'not', 'too', 'long', 'after', 'i', 'spoke', 'with', 'you', 'woke', 'up', 'at', 'how', 'was', 'your', 'night']","['actually', 'first', 'time', 'went', 'bed', 'long', 'spoke', 'woke', 'night']","['actual', 'first', 'time', 'went', 'bed', 'long', 'spoke', 'woke', 'night']","['actual', 'first', 'time', 'went', 'bed', 'long', 'spoke', 'woke', 'night']"
ham,See you there! ,,,,see you there,"['see', 'you', 'there']",['see'],['see'],['see']
ham,I dont understand your message.,,,,i dont understand your message,"['i', 'dont', 'understand', 'your', 'message']","['dont', 'understand', 'message']","['dont', 'understand', 'messag']","['dont', 'understand', 'messag']"
ham,Crucify is c not s. You should have told me earlier.,,,,crucify is c not s you should have told me earlier,"['crucify', 'is', 'c', 'not', 's', 'you', 'should', 'have', 'told', 'me', 'earlier']","['crucify', 'c', 'told', 'earlier']","['crucifi', 'c', 'told', 'earlier']","['crucifi', 'c', 'told', 'earlier']"
ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",,,,idk you keep saying that youre not but since he moved we keep butting heads over freedom vs responsibility and im tired i have so much other shit to deal with that im barely keeping myself together once this gets added to it,"['idk', 'you', 'keep', 'saying', 'that', 'youre', 'not', 'but', 'since', 'he', 'moved', 'we', 'keep', 'butting', 'heads', 'over', 'freedom', 'vs', 'responsibility', 'and', 'im', 'tired', 'i', 'have', 'so', 'much', 'other', 'shit', 'to', 'deal', 'with', 'that', 'im', 'barely', 'keeping', 'myself', 'together', 'once', 'this', 'gets', 'added', 'to', 'it']","['idk', 'keep', 'saying', 'youre', 'since', 'moved', 'keep', 'butting', 'heads', 'freedom', 'vs', 'responsibility', 'im', 'tired', 'much', 'shit', 'deal', 'im', 'barely', 'keeping', 'together', 'gets', 'added']","['idk', 'keep', 'say', 'your', 'sinc', 'move', 'keep', 'but', 'head', 'freedom', 'vs', 'respons', 'im', 'tire', 'much', 'shit', 'deal', 'im', 'bare', 'keep', 'togeth', 'get', 'ad']","['idk', 'keep', 'say', 'your', 'sinc', 'move', 'keep', 'but', 'head', 'freedom', 'v', 'respons', 'im', 'tire', 'much', 'shit', 'deal', 'im', 'bare', 'keep', 'togeth', 'get', 'ad']"
ham,Fuck cedar key and fuck her (come over anyway tho),,,,fuck cedar key and fuck her come over anyway tho,"['fuck', 'cedar', 'key', 'and', 'fuck', 'her', 'come', 'over', 'anyway', 'tho']","['fuck', 'cedar', 'key', 'fuck', 'come', 'anyway', 'tho']","['fuck', 'cedar', 'key', 'fuck', 'come', 'anyway', 'tho']","['fuck', 'cedar', 'key', 'fuck', 'come', 'anyway', 'tho']"
